dblp_id,dblp,phd_year,CareerAge,CareerAge_next,pubs_adj,pubs_adj_next,raw_delta
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,11,12,4.6144047052993615,2.209297097449406,-2.4051076078499554
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,12,13,2.209297097449406,6.352936743250421,4.143639645801015
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,13,14,6.352936743250421,2.0317148221611325,-4.321221921089288
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,14,15,2.0317148221611325,0.0,-2.0317148221611325
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,15,16,0.0,3.7503194820633063,3.7503194820633063
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,16,17,3.7503194820633063,0.0,-3.7503194820633063
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,17,18,0.0,5.20913670201103,5.20913670201103
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,18,19,5.20913670201103,5.0184284035381586,-0.19070829847287118
Abu=Mostafa:Yaser_S=__1983,Abu=Mostafa:Yaser_S=,1983,19,20,5.0184284035381586,1.6127345025966606,-3.4056939009414977
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,0,1,1.4510313998257118,0.0,-1.4510313998257118
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,1,2,0.0,4.06975709989239,4.06975709989239
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,2,3,4.06975709989239,1.312838135644996,-2.7569189642473946
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,3,4,1.312838135644996,0.0,-1.312838135644996
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,4,5,0.0,1.2315514575691924,1.2315514575691924
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,5,6,1.2315514575691924,0.0,-1.2315514575691924
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,6,7,0.0,0.0,0.0
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,7,8,0.0,0.0,0.0
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,8,9,0.0,0.0,0.0
Abukmail:Ahmed__2005,Abukmail:Ahmed,2005,9,10,0.0,1.0589091392016494,1.0589091392016494
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,0,1,0.0,0.0,0.0
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,1,2,0.0,4.6144047052993615,4.6144047052993615
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,2,3,4.6144047052993615,8.837188389797625,4.222783684498263
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,3,4,8.837188389797625,12.705873486500842,3.868685096703217
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,4,5,12.705873486500842,8.12685928864453,-4.579014197856312
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,5,6,8.12685928864453,9.755142478388136,1.6282831897436054
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,6,7,9.755142478388136,9.375798705158266,-0.3793437732298699
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,7,8,9.375798705158266,7.21490010972739,-2.1608985954308757
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,8,9,7.21490010972739,1.7363789006703432,-5.478521209057047
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,9,10,1.7363789006703432,5.0184284035381586,3.2820495028678156
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,10,11,5.0184284035381586,3.2254690051933212,-1.7929593983448373
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,11,12,3.2254690051933212,10.891286519461364,7.665817514268042
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,12,13,10.891286519461364,3.0041352414731692,-7.8871512779881945
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,13,14,3.0041352414731692,1.4510313998257118,-1.5531038416474574
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,14,15,1.4510313998257118,11.220770095779333,9.76973869595362
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,15,16,11.220770095779333,5.426342799856521,-5.794427295922812
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,16,17,5.426342799856521,9.189866949514972,3.7635241496584513
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,17,18,9.189866949514972,10.169643289973786,0.9797763404588142
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,18,19,10.169643289973786,8.620860202984346,-1.54878308698944
Ackerman:Mark_S=__1994,Ackerman:Mark_S=,1994,19,20,8.620860202984346,10.74376003935878,2.122899836374433
Adali:Sibel__1996,Adali:Sibel,1996,0,1,6.352936743250421,0.0,-6.352936743250421
Adali:Sibel__1996,Adali:Sibel,1996,1,2,0.0,5.853085487032883,5.853085487032883
Adali:Sibel__1996,Adali:Sibel,1996,2,3,5.853085487032883,3.7503194820633063,-2.102766004969576
Adali:Sibel__1996,Adali:Sibel,1996,3,4,3.7503194820633063,3.607450054863695,-0.14286942719961138
Adali:Sibel__1996,Adali:Sibel,1996,4,5,3.607450054863695,1.7363789006703432,-1.8710711541933518
Adali:Sibel__1996,Adali:Sibel,1996,5,6,1.7363789006703432,1.6728094678460528,-0.0635694328242904
Adali:Sibel__1996,Adali:Sibel,1996,6,7,1.6728094678460528,8.063672512983302,6.39086304513725
Adali:Sibel__1996,Adali:Sibel,1996,7,8,8.063672512983302,4.667694222626299,-3.3959782903570037
Adali:Sibel__1996,Adali:Sibel,1996,8,9,4.667694222626299,4.506202862209754,-0.16149136041654444
Adali:Sibel__1996,Adali:Sibel,1996,9,10,4.506202862209754,7.255156999128559,2.7489541369188046
Adali:Sibel__1996,Adali:Sibel,1996,10,11,7.255156999128559,1.4025962619724166,-5.852560737156143
Adali:Sibel__1996,Adali:Sibel,1996,11,12,1.4025962619724166,1.35658569996413,-0.04601056200828668
Adali:Sibel__1996,Adali:Sibel,1996,12,13,1.35658569996413,1.312838135644996,-0.04374756431913385
Adali:Sibel__1996,Adali:Sibel,1996,13,14,1.312838135644996,1.2712054112467233,-0.04163272439827281
Adali:Sibel__1996,Adali:Sibel,1996,14,15,1.2712054112467233,2.4631029151383848,1.1918975038916615
Adali:Sibel__1996,Adali:Sibel,1996,15,16,2.4631029151383848,7.162506692905852,4.6994037777674675
Adali:Sibel__1996,Adali:Sibel,1996,16,17,7.162506692905852,5.788445453647317,-1.374061239258535
Adali:Sibel__1996,Adali:Sibel,1996,17,18,5.788445453647317,4.493036099511478,-1.2954093541358391
Adali:Sibel__1996,Adali:Sibel,1996,18,19,4.493036099511478,2.180725335651527,-2.3123107638599514
Adali:Sibel__1996,Adali:Sibel,1996,19,20,2.180725335651527,1.0589091392016494,-1.1218161964498774
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,0,1,0.0,0.0,0.0
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,1,2,0.0,6.921607057949043,6.921607057949043
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,2,3,6.921607057949043,6.6278912923482185,-0.29371576560082424
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,3,4,6.6278912923482185,6.352936743250421,-0.2749545490977976
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,4,5,6.352936743250421,12.190288932966794,5.837352189716373
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,5,6,12.190288932966794,13.657199469743391,1.4669105367765969
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,6,7,13.657199469743391,5.62547922309496,-8.031720246648431
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,7,8,5.62547922309496,9.018625137159235,3.3931459140642755
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,8,9,9.018625137159235,5.20913670201103,-3.8094884351482055
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,9,10,5.20913670201103,10.036856807076315,4.827720105065286
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,10,11,10.036856807076315,6.4509380103866425,-3.585918796689673
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,11,12,6.4509380103866425,10.891286519461364,4.440348509074721
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,12,13,10.891286519461364,10.514473345156093,-0.37681317430527095
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,13,14,10.514473345156093,8.706188398954271,-1.8082849462018213
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,14,15,8.706188398954271,7.012981309862083,-1.6932070890921889
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,15,16,7.012981309862083,20.34878549946195,13.335804189599868
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,16,17,20.34878549946195,11.815543220804964,-8.533242278656987
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,17,18,11.815543220804964,22.88169740244102,11.066154181636056
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,18,19,22.88169740244102,27.09413206652223,4.212434664081211
Adali:T=uuml=lay__1992,Adali:T=uuml=lay,1992,19,20,27.09413206652223,15.518764501296014,-11.575367565226218
Adams:Julie_A=__1995,Adams:Julie_A=,1995,0,1,0.0,1.7363789006703432,1.7363789006703432
Adams:Julie_A=__1995,Adams:Julie_A=,1995,1,2,1.7363789006703432,0.0,-1.7363789006703432
